Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-02,0.0
2025-01-03,2.568914100752347
2025-01-06,2.0000000000000004
2025-01-08,1.8921033641157559
2025-01-28,1.704336206492694
2025-02-04,1.6352697462061556
2025-02-05,1.6158932858054431
2025-02-10,1.732852497409338
2025-02-12,1.8621416982582502
2025-02-13,1.8553457069526675
2025-02-18,1.8415980876628641
2025-02-25,1.872725940109504
2025-02-26,1.8791620472966126
2025-02-27,1.8268602301910215
2025-03-03,1.7909780398378097
2025-03-04,1.7567538844489035
2025-03-05,1.7241284893009114
2025-03-06,1.7081419489459628
