Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,4.120936090489009
2025-01-02,5.229154709628454
2025-01-03,4.918894278319005
2025-01-04,4.624751041101704
2025-01-05,4.899499542629925
2025-01-06,5.7268683269788685
2025-01-07,6.244815902678428
2025-01-08,5.650631434348057
2025-01-09,5.185190253197475
2025-01-10,5.138854454955085
2025-01-11,5.222657450348013
2025-01-12,5.096408157484794
2025-01-13,4.762767775760562
2025-01-14,3.9373426958658757
2025-01-15,3.491129473288883
2025-01-16,4.253748177363344
2025-01-17,5.409782476063445
2025-01-18,5.020352053136369
2025-01-19,5.242927412175983
2025-01-20,5.182430341551283
2025-01-21,3.8446952031992008
2025-01-22,3.5204586652090004
2025-01-23,4.19417296502282
2025-01-24,5.264001064440709
2025-01-25,5.046223614330445
2025-01-26,3.6718316121152412
2025-01-27,2.840748376903893
2025-01-28,2.436981207889844
2025-01-29,2.1484329609782487
2025-01-30,2.245224075745199
2025-01-31,2.449964352320199
2025-02-01,2.265202148210337
2025-02-02,2.255381150171052
2025-02-03,3.1253173381416515
2025-02-04,3.3340329984626367
2025-02-05,2.3877423434567127
2025-02-06,1.967300955545577
2025-02-07,2.158750137182751
2025-02-08,2.254418200388346
2025-02-09,1.8644013978699923
2025-02-10,1.8175236008767224
2025-02-11,2.327906775906341
2025-02-12,2.8168253157421264
2025-02-13,2.714211429342073
2025-02-14,2.269759432695802
2025-02-15,2.551137758981828
2025-02-16,2.404327947413483
2025-02-17,2.2113741129266185
2025-02-18,1.807103702318429
2025-02-19,2.580824138135986
2025-02-20,3.6093382270121763
2025-02-21,4.136487009861974
2025-02-22,4.109079202286826
2025-02-23,3.930291875538184
2025-02-24,3.768547104970584
2025-02-25,3.690443359561418
2025-02-26,3.970883745559011
2025-02-27,4.503852871592594
2025-02-28,4.7156621237301035
2025-03-01,4.24734444860168
2025-03-02,3.7790688588930106
2025-03-03,3.7128050283468825
2025-03-04,3.718247992633269
2025-03-05,3.4663704097002905
