Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-04,0.0
2025-01-05,0.0
2025-01-09,11.547005383792513
2025-01-10,11.547005383792513
2025-01-18,10.641203369994884
2025-01-19,10.520716533316143
2025-01-20,11.449450696246418
2025-01-21,12.163218996037674
2025-01-22,12.104277110860602
2025-01-23,12.172590305544341
2025-01-24,12.794491392550944
2025-01-25,12.410030702249129
2025-01-26,12.748877387845432
2025-01-27,12.50746903290971
2025-01-28,12.872339711663598
2025-01-29,13.02517456365914
2025-01-30,13.132554283341893
2025-01-31,12.97635476811037
2025-02-01,12.703515668696898
2025-02-02,12.703515668696898
2025-02-03,12.57620449659713
2025-02-04,12.410599844719316
2025-02-05,12.205143065174584
2025-02-06,12.493402170658223
2025-02-07,11.665845619713496
2025-02-08,11.665845619713496
2025-02-09,11.724814044061262
2025-02-12,11.744404390294074
2025-02-17,11.73460921717767
2025-02-18,11.695329831887381
2025-02-19,10.148325268098509
2025-02-20,12.005252039028523
2025-02-21,12.417001714541703
2025-02-22,12.775644412931257
2025-02-23,12.781553905839601
2025-02-24,13.679726620654304
2025-02-25,15.245810884700216
2025-02-26,16.11370140612133
2025-02-27,16.125563902511615
2025-02-28,14.705076834012234
2025-03-01,14.609425121261975
2025-03-02,14.463588845748157
2025-03-03,14.914211384476086
2025-03-04,13.951870464270423
2025-03-05,12.279704083491076
2025-03-06,12.63946750037555
