Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,2.4623238031110124
2025-01-02,3.1763955380369833
2025-01-03,3.8618005216460407
2025-01-04,3.7788508476955966
2025-01-05,3.049349444811911
2025-01-06,2.680153403402287
2025-01-07,2.638796231757082
2025-01-08,2.4413968166935174
2025-01-09,2.123410623743744
2025-01-10,2.0448956922320427
2025-01-11,2.6842856368732764
2025-01-12,4.2028079903634294
2025-01-13,4.746400916586025
2025-01-14,4.523009680209871
2025-01-15,4.557162049163518
2025-01-16,4.7574522167894235
2025-01-17,4.393070046698438
2025-01-18,3.0885000635186133
2025-01-19,1.7985917144605639
2025-01-20,1.1446577765015116
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,1.8162560534488932
2025-01-31,2.4622908153375476
2025-02-01,2.091749605895457
2025-02-02,2.841758171151842
2025-02-03,3.2624253653658504
2025-02-04,2.974060124995458
2025-02-05,2.4320432652520543
2025-02-06,1.9247746721589847
2025-02-07,2.1277789015689703
2025-02-08,3.6082539319751543
2025-02-09,4.4201831390490405
2025-02-10,4.269795761749707
2025-02-11,2.4005187347457704
2025-02-12,1.4555240946101058
2025-02-13,2.130840801372087
2025-02-14,2.4748726392620934
2025-02-15,2.5117410192806435
2025-02-16,4.0267213383776825
2025-02-17,4.639204639784288
2025-02-18,3.6607113118563075
2025-02-19,3.2308687747559777
2025-02-20,3.0277277305404287
2025-02-21,2.628407633687434
2025-02-22,2.2145335302622255
2025-02-23,2.088922683436268
2025-02-24,2.043472173708091
2025-02-25,2.097236032494512
2025-02-26,2.504857843296637
2025-02-27,2.5774175074029415
2025-02-28,1.88037372741793
2025-03-01,1.4555240946103547
2025-03-02,1.4555240946103547
2025-03-03,1.4555240946103547
2025-03-04,1.4555240946103547
2025-03-05,1.4555240946103547
