Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,1.1536600879519348
2025-01-02,1.729689662383863
2025-01-03,3.5121096308999324
2025-01-04,5.774154222995614
2025-01-05,6.203758866538496
2025-01-06,4.796434949862068
2025-01-07,3.9686055992086793
2025-01-08,4.698676986395598
2025-01-09,3.885034596407167
2025-01-10,4.039490764167054
2025-01-11,3.6241732632553205
2025-01-12,4.573472922830576
2025-01-13,5.174218929725566
2025-01-14,5.1538479499111
2025-01-15,4.663698950119929
2025-01-16,3.8444776180095057
2025-01-17,4.842887089347234
2025-01-18,5.7155445930197715
2025-01-19,5.166021960356079
2025-01-20,4.306624889619555
2025-01-21,4.419735055403177
2025-01-22,4.011206409001191
2025-01-23,3.7561548104298734
2025-01-24,4.024166706590936
2025-01-25,4.875048671863075
2025-01-26,4.653167848219367
2025-01-27,3.766448787928614
2025-01-28,5.384592589816931
2025-01-29,5.929677034506301
2025-01-30,4.4675911579072665
2025-01-31,3.9498815517254937
2025-02-01,5.93592660670634
2025-02-02,6.005879509820672
2025-02-03,4.468536245273207
2025-02-04,6.039526229225164
2025-02-05,7.443693177169471
2025-02-06,6.273404771814017
2025-02-07,4.428159821262138
2025-02-08,4.285952728963198
2025-02-09,4.497852665708665
2025-02-10,3.8892477374129273
2025-02-11,3.1380946010810926
2025-02-12,3.7603842255571434
2025-02-13,5.346795778209415
2025-02-14,4.877071969422291
2025-02-15,4.799958828244352
2025-02-16,5.742915636638082
2025-02-17,5.698115063120176
2025-02-18,5.277159444520046
2025-02-19,4.293931530065662
2025-02-20,4.392209608010277
2025-02-21,6.059420947140196
2025-02-22,4.948785708803771
2025-02-23,4.562390151572345
2025-02-24,4.017577625799984
2025-02-25,3.7217898641107507
2025-02-26,4.204330349325065
2025-02-27,5.766578744832849
2025-02-28,6.35916821507382
2025-03-01,6.912309796199022
2025-03-02,6.833851365305231
2025-03-03,3.847857514176104
2025-03-04,2.876217618574598
2025-03-05,4.7827089649232155
