Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,14.142135623730951
2025-01-02,20.0436989142367
2025-01-03,18.026500927055476
2025-01-04,18.366777863172572
2025-01-05,18.509668683159514
2025-01-06,17.770536433857416
2025-01-07,17.554973248679325
2025-01-08,17.75737282191283
2025-01-09,17.905229868107284
2025-01-10,18.01799243639651
2025-01-11,17.88854381999832
2025-01-12,18.334281272784093
2025-01-13,18.401841930775294
2025-01-14,18.32418789657445
2025-01-15,18.32418789657445
2025-01-16,18.36487026600912
2025-01-17,18.59012600502516
2025-01-18,18.43473501495127
2025-01-19,18.35379685649335
2025-01-20,18.162738160070038
2025-01-21,17.887056772726478
2025-01-22,17.76149154837746
2025-01-23,17.628505378464453
2025-01-24,17.751618921175847
2025-01-25,17.688127607361555
2025-01-26,18.023825377372475
2025-01-27,18.55714999917698
2025-01-28,18.658651507490575
2025-01-29,19.167947842697853
2025-01-30,19.381347583691408
2025-01-31,19.715570592783795
2025-02-01,20.128847669823855
2025-02-02,20.51139579035808
2025-02-03,20.6566067469672
2025-02-04,19.920099016510598
2025-02-05,20.197302653640634
2025-02-06,19.517160147672243
2025-02-07,19.312910338608393
2025-02-08,18.285727114117027
2025-02-09,18.285727114117027
2025-02-10,18.070742213255425
2025-02-11,18.162380925155595
2025-02-12,17.116907014619407
2025-02-13,16.445952710362665
2025-02-14,15.783193447534616
2025-02-15,14.82830120226555
2025-02-16,14.075409000960434
2025-02-17,12.101106627461654
2025-02-18,11.132355623392764
2025-02-19,7.91452840531896
2025-02-20,5.068970338792669
2025-02-21,4.984153463366324
2025-02-22,4.778094415648603
2025-02-23,4.905922384856938
2025-02-24,5.289788848711442
2025-02-25,5.089809300366276
2025-02-26,5.411717356457198
2025-02-27,5.965655387856881
2025-02-28,5.951184358142337
2025-03-01,6.012209340657895
2025-03-02,6.132923215330949
2025-03-03,6.25373451645495
2025-03-04,6.3086330194990605
2025-03-05,6.3449681393728365
