Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,1.6060189583238005
2025-01-02,4.7027630100855164
2025-01-03,4.6957545502225395
2025-01-04,4.628494514280436
2025-01-05,4.620582338375321
2025-01-06,4.616145146338993
2025-01-07,4.778979093236842
2025-01-08,4.8363128538602576
2025-01-09,4.843565658412746
2025-01-10,5.197413004705673
2025-01-11,5.655990611386084
2025-01-12,6.218770479219147
2025-01-13,6.62862048179561
2025-01-14,7.28271120764264
2025-01-15,7.44178143189274
2025-01-16,7.5561940283027615
2025-01-17,7.802789032911414
2025-01-18,7.633544151992445
2025-01-19,7.200986983034892
2025-01-20,7.006523015314293
2025-01-21,6.88570203340386
2025-01-22,7.114834215519303
2025-01-23,7.433818843994429
2025-01-24,7.4067960139781714
2025-01-25,7.130484960169101
2025-01-26,6.359057724272594
2025-01-27,5.673472973202205
2025-01-28,5.406538457720936
2025-01-29,5.765723456052474
2025-01-30,6.294901812609592
2025-01-31,6.508208384804699
2025-02-01,6.636660802804753
2025-02-02,6.4855498142668795
2025-02-03,6.758560890835187
2025-02-04,6.9630273312654
2025-02-05,7.452270193261626
2025-02-06,8.574172513778887
2025-02-07,8.18523848397936
2025-02-08,7.857118878108434
2025-02-09,6.955000281946466
2025-02-10,4.7926461055189185
2025-02-11,4.114345819287329
2025-02-12,5.421121570751191
2025-02-13,5.489903877073453
2025-02-14,5.372801254694646
2025-02-15,5.12193507700962
2025-02-16,4.365840105427924
2025-02-17,4.933651025344529
2025-02-18,5.810022543714659
2025-02-19,7.321875563049084
2025-02-20,8.895670202479671
2025-02-21,8.742652988651695
2025-02-22,8.376700374975778
2025-02-23,6.52790886148963
2025-02-24,4.859143961210943
2025-02-25,5.085880459242721
2025-02-26,5.436217472978181
2025-02-27,5.601597381935263
2025-02-28,5.756090052172653
2025-03-01,5.7963258452847795
2025-03-02,5.763248331335204
2025-03-03,5.624228993952267
2025-03-04,5.9141508220349435
2025-03-05,6.924790881335649
