Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,2.145673844478272
2025-01-02,3.2507211347421414
2025-01-03,3.296220668270351
2025-01-04,3.333237024302805
2025-01-05,3.321201854396905
2025-01-06,3.4614842288179846
2025-01-07,3.4734649590738518
2025-01-08,3.5381340363846334
2025-01-09,3.3274795550736873
2025-01-10,3.6833195622824273
2025-01-11,4.450181980407158
2025-01-12,5.004391888312071
2025-01-13,5.288775452616886
2025-01-14,5.308699540297206
2025-01-15,5.264050880952858
2025-01-16,5.23322685531477
2025-01-17,5.214097431803333
2025-01-18,5.208816628162949
2025-01-19,5.3535415226150915
2025-01-20,5.53074038720426
2025-01-21,5.614823577075776
2025-01-22,5.558273772998978
2025-01-23,5.286392648733289
2025-01-24,5.255461396500616
2025-01-25,5.1015492184839735
2025-01-26,4.924451826888965
2025-01-27,4.702297426670023
2025-01-28,4.572293695701557
2025-01-29,4.4826497277526505
2025-01-30,4.38965704460955
2025-01-31,4.543536463320803
2025-02-01,4.486986701608496
2025-02-02,4.35247531684054
2025-02-03,4.2599943237291935
2025-02-04,4.298011335705364
2025-02-05,4.133296533662766
2025-02-06,4.019918302086871
2025-02-07,4.14622580231607
2025-02-08,4.165243987401336
2025-02-09,4.150841739957458
2025-02-10,3.785539441933227
2025-02-11,3.3642844692583966
2025-02-12,2.9862041414705844
2025-02-13,2.8585596054331495
2025-02-14,3.069012559340605
2025-02-15,3.148617649612019
2025-02-16,3.1952223814232767
2025-02-17,3.076949210870646
2025-02-18,2.796604427491111
2025-02-19,2.543919826005912
2025-02-20,2.3007940810595446
2025-02-21,2.2355058400644108
2025-02-22,2.341276157936701
2025-02-23,2.341276157936701
2025-02-24,2.2711301636220975
2025-02-25,2.2696400620920376
2025-02-26,2.333860178577339
2025-02-27,2.3264441992179776
2025-02-28,2.333860178577339
2025-03-01,2.262224082732676
2025-03-02,2.262224082732676
2025-03-03,2.195445740207482
2025-03-04,2.1564108829926463
2025-03-05,2.0978585971703936
