Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,4.004451064905228
2025-01-02,5.547339509610823
2025-01-03,5.63221019405118
2025-01-04,5.780459393339883
2025-01-05,5.72580364140698
2025-01-06,5.648889703193456
2025-01-07,5.710551650239015
2025-01-08,6.020749253083878
2025-01-09,6.531143835315765
2025-01-10,6.762957427531461
2025-01-11,6.629905535944664
2025-01-12,6.144755201004261
2025-01-13,5.638937188609192
2025-01-14,4.964195995945775
2025-01-15,4.8323252646807235
2025-01-16,5.0557453081066575
2025-01-17,5.23112558210658
2025-01-18,5.258261061749419
2025-01-19,5.331850748831384
2025-01-20,5.240769347298173
2025-01-21,5.258787131721582
2025-01-22,5.4197216649089635
2025-01-23,5.522163912991328
2025-01-24,5.4288527527782175
2025-01-25,5.050723371123156
2025-01-26,5.309484788876713
2025-01-27,5.714983384097723
2025-01-28,5.705285434011415
2025-01-29,5.9672010001491325
2025-01-30,5.833228335215626
2025-01-31,5.987918947024792
2025-02-01,6.082206485882847
2025-02-02,6.20278959976427
2025-02-03,6.1328184373362795
2025-02-04,4.858214554365745
2025-02-05,4.121209217456515
2025-02-06,4.089285227340227
2025-02-07,4.079020595226859
2025-02-08,3.9726811629763024
2025-02-09,4.07275966017948
2025-02-10,3.936369688545459
2025-02-11,4.0497377459139
2025-02-12,3.976219642976407
2025-02-13,4.096307963889746
2025-02-14,3.9782220482558186
2025-02-15,4.24580513002834
2025-02-16,4.216243495556307
2025-02-17,4.092091787068232
2025-02-18,3.7579420095116736
2025-02-19,4.020269833900925
2025-02-20,4.232957550435521
2025-02-21,4.370318468637371
2025-02-22,4.833320928571693
2025-02-23,5.384414525735452
2025-02-24,5.614348450202646
2025-02-25,5.500085124923858
2025-02-26,5.568906462045388
2025-02-27,5.695357565948314
2025-02-28,5.846795300816064
2025-03-01,5.90555147951943
2025-03-02,6.014185665684317
2025-03-03,5.8932055599635
2025-03-04,5.87924303479198
2025-03-05,6.1587217511911145
